question_id,question_mk,gold_answer_mk,gold_chunk_ids,source_doc_id,source_title,domain,chunk_text,valid,notes
q_0034,,,mk_wiki_1150287_chunk_0005,mk_wiki_1150287,Едвард Виктор Еплтон,general,"Благодарение на истражувањето на Аплетон, периодите на прекин можат да бидат предвидени па комуникација може да се префрли на бранови должини кои би се најмалку погодени. Радар, уште една клучна воена иновација, која е благодарение на работата на Аплетон. Неговото истражување се состои во одредување на растојание на рефлектирачки предмети од радио сигнал предаватели. Идејата за радар и светлечки точки кои се појавуваат на екранот скенирани со циркулирање на ""пребарувач"". Овој систем бил делумно развиен од страна на Аплетон како нов метод, наречен метод на пулсот. Подоцна е адаптиран од страна на Роберт Вотсон-Ват за откривање на авиони. Во денешно време, јоносферските податоци се важни при комуникација со сателитите. Точните честоти за овие сигнали мора да бидат избрани така што тие всушност би ги достигнале сателити без да се рефлектираат или отклонат порано. Во 1974, Радио и вселенската истражувача станица е преименувана во лабораторија Аплетон во чест на човекот кој направил многу за Обединетото Кралство во полето на истражување на јоносферата, каде Аплетон бил инволвиран како истражувач на почетокот, па потоа како секретар на одговорното тело, оделот за Науки и индустриски истражувања. Почести и награди. Аплетон бил награден со следново: Дополнително, следните се именуван во негова чест: Уметнички признанија. Аплетоновиот протрет, од Вилијам Хачисон изложен во стариот колеџ, Единбуршки универзитет.",,
q_0035,,,mk_wiki_1062907_chunk_0002,mk_wiki_1062907,Аспен (Колорадо),general,"Аспен сега беше на патот да стане меѓународно познат скијачки и културен центар, дом на Фестивалот за музика и образование на Аспен. Областа продолжи да расте со развојот на три дополнителни ски области, Маштеница (1958), Планината Аспен (1958), и ски резортот ""Snowmass"" (1969). Во 1977 година, озлогласениот сериски убиец Тед Банди, додека бил на сослушување во судницата на Питкин Каунти во Аспен, скокнал од прозорецот и избегал. Тој остана слободен шест дена, криејќи се во планината Аспен, пред да биде уапсен при обид да вози украден автомобил надвор од градот. Во 1977 година, Аспен беше темелно фотографиран за проектот за филмското мрежно место за Аспен финансиран од страна на американското Министерство за одбрана. Филмското мрежно место е еден од најраните примери на виртуелната реалност. Аспен е познат како најмалиот радио пазар следен од страна на ""Arbitron"", рангиран на # 302. Локалните медиуми во Аспен вклучуваат две радио станици: KSNO и KSPN; два дневни весници: “The Aspen Times” и “The Аspen Daily News”, три локални списанија: “Aspen Sojourner”, “Aspen Magazine” и двогодишен “Aspen Peak”, едно дигитално списание, “Skollie Magazine’s Aspen Edition” , како и локалнite телевизиски канали: “TV Aspen” и “Plum TV Aspen – Channel 16”. Влада Аспен е автономната општина под законот на Колорадо. Таа има совет-влада. Избраниот совет од четири члена и градоначалникот ги надгледуваат операциите во градот, заснована на ден-за-ден од менаџерот на градот, именуван функционер, кој служи за нивните задоволство. Стив Барвик е менаџер на градот од 1999 година; Мик Ирска е градоначалникот. Главната канцеларија на градот е во Градското собрание, поранешната сала на Арсеналот која се наоѓа на списокот на националниот регистар на историски места во пресекот на улицата Јужна Галена и источната авенија Хопкинс. Поради својата експанзија во доцниот 20 век, го надмина тој простор. Неколку одделенија на градот се сместени во сателитски канцеларии низ градот. Пазар на недвижности Аспен е најскапото место за купување недвижен имот во САД. Аспен е мешавина од врвни луксузни имоти и различни кондоа со едно-семејни куќи и мобилни домашни паркови. Почнувајќи од март 2011 година, најниската цена на едно-семеен дом на пазарот беше приколка за $ 559,000. Средната цена на листата за домови или кондоа за продажба во Аспен е 4.229.558 $ според Trulia. Не е невообичаено да се види на списокот на цените да стигнуваат до осум бројки.",,
q_0036,,,mk_wiki_174375_chunk_0000,mk_wiki_174375,Долно Тодорак,general,"Долно Тодорак или Долно Тодораќ () — село во Општина Кукуш во Кукушкиот округ, Егејска Македонија, денес во областа Централна Македонија, Грција. Географија и местоположба. Селото се наоѓа на 20 километри североисточно од градот Кукуш, на неколку километри од грчко-македонската граница, во близина на североисточниот брег на Дојранското Езеро на планината Круша. Селото се наоѓа на надморска височина од 531 метри. Долно Тодорак опфаќа површина од 25 квадратни километри. Историја. Селото Долно Тодорак во минатото било едно од најголемите македонски села во Кукушката околина. Во „Етнографија на Адријанопол, Монастир и Салоника“ се вели дека во 1873 г. Долно Тодорак се состоело од 142 семејства и 695 жители Македонци Според статистиката на Васил К’нчов („Македонија. Етнографија и статистика“) во 1900 година ""Долно Тодорак"" имало 1080 жители Македонци. Селото било под влијание на Бугарската егзархија. Според податоците на секретарот на егзархијата Димитар Мишев („La Macédoine et sa Population Chrétienne“) во 1905 година во селото живееле 1240 Македонци православни и 80 Македонци протестани. Освен тоа, во селото работеле егзархиско и протестантско училиште. Во текот на Втората балканска војна, селото било опожарено од страна на грчките војски а самото македонско население било принудено да побегне од своите домови. Голем дел од македонското население заминало од селото кон Струмица и околните села. Поради тоа, на пописот од 1913 година, во селото биле евидентирани 406 жители. Голем дел од македонското население заминало од селото кон Македонија или Бугарија. По крајот на Балканските војни, селото било вклучено во составот на Грција. Во 1924 година, протестанстското население било принудено да го напушти селото. Според податоците, нивниот број изнесувал 460 жители, кои заминале во Бугарија. Голем дел од населението се населило во селото Куклен, Бугарија, на местото каде претходно се иселило грчкото население. Во 1933 година, за унијатски свештеник бил назначен Јероним Стамов. Во 1926 година, селото било преименувано во Като Теодораки. Демографија. Во 1928 година селото било чисто бегалско со 358 жители бегалци., додека во 1940 година селото броело 613 жители. Селото во пописот од 1951 година броело 339 жители, на пописот од 1961 година, во селото живееле 381 жител, во 1971 година имало 303 жители, во 1981 година имало 228 жители, додека во 1991 година имало 285 жители. Денеска, населението на селото е 146 жители според пописот од 2001 година. Знаменитости. Во 1805 година, во селото била изградена црквата „Св. Троица“.",,
q_0037,,,mk_wiki_784064_chunk_0001,mk_wiki_784064,Сагармата,general,"Животинскиот и растителниот свет во паркот се изменува во зависност од висината. Низ паркот течат реки од басенот на реката Дудх Коси. Туристичкиот центар на паркот се наоѓа на ридот во населеното мест Намче Базар, каде што е заснована и дел од Непалската војска со задача да го заштитува. Јужниот влез се наоѓа на неколку стотини метри северно од Монџо на висина 2,835 м, на еден ден пеша од Лукла. Предели. Паркот ги содржи горните сливни подрачја на реката Дудх Коси, речниот слив Ботекоши и езерата Гокио. Во голема мера е составен од нерамен терен и клисури на високите Хималаи, кои се движат од 2,845 метри во Монџо до врвот на највисокиот врв во светот Сагармата (Монт Еверест) на 8,848 метри надморска височина. Други врвови над 6,000 метри се Лоце, Чо Оју, Тамсерку, Нупце, Амадаблам и Пумори. Пусто земјиште над 5,000 метри опфаќа 69% од паркот, додека 28% се пасишта, а останатите 3% се пошумени. Климатските зони вклучуваат пошумена умерена зона, субалпска зона над 3,000 метри, и алпска зона над 4,000 метри што ја сочинува горната граница на растот на вегетацијата. Снежната зона започнува на 5,000 метри. Див свет. Флора. Шумите во субалпскиот појас се состојат од ела, хималајска бреза и рододендрон. Смреката и рододендронот преовладуваат на надморска височина од 4,000–5,000 метри. Мововите и лишаите растат над 5,000 метри. Во националниот парк се забележани повеќе од 1.000 цветни видови. Фауна. Националниот парк Сагармата е домаќин на 208 видови птици, вклучително и хималајски монал (фазан), брадест мршојадец, снежинки и жолтоклуна галица, и паркот е идентификуван од BirdLife International како важна птичја област. Копитарите се хималајски тар, хималајски серов и мошуст елен. Снежниот леопард живее на височини над 3,500 метри, а индискиот леопард талка по шумите на пониски височини. Во паркот има 118 видови птици, на пример хималајски фазан, шарен фазан, црвеноклунест фазан; и многу цицачи, некои од нив ретки, меѓу кои тибетска мечка, црвена панда, тар, лангур, самур и волк.",,
q_0038,,,mk_wiki_1144717_chunk_0000,mk_wiki_1144717,Нездружено подрачје,general,"Нездружено подрачје или слободна област — разграничена област која не припаѓа на ниедна политичка општина. Главно овие области се ненаселени (шумски подрачја, водени површини, воени полигони и слично). Германија. Во Германија постојат слободни области, кои се создадени од страна на државата, кои никогаш не припаѓале на некоја општина и биле означени како слободни области. Слободните области или се наоѓаат во посед на сојузните покраини, во кои се наоѓаат, во посед на Сојузната Република Германија или на Сојузната служба за недвижнини. Административното право на управување припаѓа на сојузната власт, на окружната власт на соодветните окрузи и на надлежните управни служби во соседните општини. Исклучок се две население слободни област со сопствена администрација во Долна Саксонија, како и две слободни области во Шлезвиг-Холштајн, за кои се надлежни општинските служби, каде што и припаѓаат областите. Со оглед на уставно загарантираното комунално самовладеење и демократските принципи во правната литература се појавуваат сомневања против постоење на слободни области кои се населени. Преглед. Во Германија постојат 227 слободни области во внатрешноста, кои се поделени на пет сојузни покраини (состојба 1 јануари 2011 г.): Германските области од онаа страна на крајбрежната линија задолжително првично биле слободни области. Ова се однесува на крајбрежните покраини, Мекленбург-Западна Померанија, Долна Саксонија и Шлезвиг-Холштајн на Северното и Балтичкото Море. Одредени водени површини биле целосно вметнати во општините. Исто така, земјишните поседи, кои биле освојувани, не биле автоматски доделувани на најблиската општина, туку морало да се озакони целата процедура. Во 2000 година, бројот на слободни области во Германија изнесувал 295 со вкупна површина од 4.890,33 км2. Сè повеќе слободни области се укинувани и нивната површина е приклучувана во соседните општини, особено во Баварија, сојузната покраина со најмногу слободни области. Исто така се случуваат и намалувања на површината на слободните области. Слободни области по површина. Подолу се споменати најголемите слободни области во Германија (вклучувајќи ги сите населени области, но без езерата) со површина од повеќе од 50 км2: Во Баварија постојат уште неколку други слободни површини кои заедно имаат повеќе од 50 км2, но се споени од неколку соседни слободни области, додека поединечно не се поголеми од 50 км2. Слободни езера. Сите езера, кои не припаѓаат на ниедна општина и со тоа се слободни области, се наоѓаат во Баварија. Во првото основање на баварските слободни области во 1956 година биле означени уште и како „водени окрузи“ (""Wasserbezirke""). Слободната област „Вагиншко Езеро“ е составена од двете езера, Вагиншко Езеро и Тахиншко Езеро.",,
q_0039,,,mk_wiki_53454_chunk_0004,mk_wiki_53454,Рок-музика,general,"Исто така многу важна била и појавата на соул музиката како најголема комерцијална сила. Овој тип на музика произлегла од ритамот и блузот со додавање на госпел и поп-музиката. Од средината на 1950-тите години, Рај Чалс и Сем Куки како и музичарите кои се појавиле во 1960-тите како Марвин Гај,Џејмс Браун, Арета Франклин , Куртис Мејфилд и Стиви Вондер изведувле ваков тип на музика со што доминирале на R&amp;B топ листите ,додека пак Мотовн и Стакс/Волт Рекордс станаа водечки сили во индустријата за снимање.Сите овие елементи , вклучувајќи ги блиските хармонии на доо воп и женските групи , мајсторски напишаните песни на Брол Билдинг Саунд и вредностите на чистата продукција на соул музиката , имале големо влијание врз работата на Марсејбит (Merseybeat) ,а особено врз почетоците на групата Биталси,а преку нив и врз формата на подоцнежната рок-музика. Сурф музика. Инструменталниот рокенрол кој за првпат го изведувале изведувачи како Дани Еди (Duane Eddy), Линк Реј и Вентурите (The Ventures) го развил Дик Дејли кој додал различни ,влажни’’засилувачи . Исто така се внеле и делови од средноевропски и мексикански стилови и врз основа на тоа настанал и регионалниот хит во 1961 година , Let's Go Trippin’’ . По примерот на Дали и неговиот бенд Дел-Тонес, во Јужна Калифирнија се формирале и бендовите како Бел-Арис (Bel-Airs), Чаленџерс (the Challengers)и Еди и Шоуменот(Eddie &amp; the Showmen) . Во 1963 година ,песната ,Pepelin’’ на групата Шантајс (Chantays) се нашла на врвот на списокот на национални хитови , а најверојатно најпопуларниот сурф хит, во 1965 година, била песната , Wipe Out’’ на Сурфарис (Surfaris). Со зголемувањето на популарноста на овој жанр,се појавиле и многу други групи. Меѓу нив и групата Астронаути од Боулдер- Колорадо, Трашмени од Минеаполис- Минесота кои во 1964 г.биле на 4 место на топ листите со песната , Surfin Bird’’ и Ривераси од Јужен Бенд - Индијана кои во 1964 г. се нашле на 5 место на топ листите со песната ,California Sun’’. Групата Атлантис од Сиднеј -Австралија дале голем придонес за овјо жанр со нивниот хит , Bombora’’од 1963 г. Европските бендови во тоа време најмногу се насочувале кон рокенрол стилот кој го изведувала групата Шедоус (The Shadows).Групата Декотас (The Dakotas), кои беа британски придружен бенд на пејачот Били Џ. Крамер се сметала за сурф мексиканска заради песната , Cruel Sea’’ од 1963 г. Нивната работа, подоцна придонела за формифање на инструментални сурф бендови како на пример Вентурите (The Ventures).",,
q_0040,,,mk_wiki_43969_chunk_0003,mk_wiki_43969,Месопотамија,general,"Во една друга студија, научниците анализирале ДНК од пред 8.000 години пронајдени на стари гробишта во Германија. Тие генетскиот материјал го споредиле со оној на современото население и откриле сличности со ДНК на луѓето што живеат во денешна Турција и Ирак Јазик и писмо. Најстариот пишан јазик во Месопотамија бил сумерскиот, аглутинативен јазичен изолат. Заедно со сумерскиот, семитски јазици, во Месопотамија исто така се зборувале и семитските јазици. Субарту јазик на Загрос, веројатно поврзан со Хуритско-урартското јазично семејство се потврдува во личните именки, реки и планини и различни занаети. Акадскиот јазик бил доминантен во Акадското царство и Асирските царства, но сумерскиот бил задржан за административни, верски, книжевни и научни цели. Разни варијанти на акадски јазик се користеле до крајот на нововавилонскиот период. Староарамејскиот кој станал општ во Месопотамија, бил административен јазик на првата новоасирска империја а потоа и на ахеменидската империја. Акадскиот јазик почнал помалку да се користи иако заедно со сумерскиот со векови продолжил да се користи во храмовите. Последниот акадски текст датира од доцниот 1 век од нашата ера. Во раната историја на Месопотамија (околу средината на 4 милениум п.н.е.) било измислено клинестото писмо на сумерскиот јазик. Клинесто писмо буквално значи ""облик на клин"", поради триаголниот врв на иглата што се употребува за знаците на влажна глина. Се чини дека стандардната форма на секој клинест знак е развиена од пиктограми. Најраните текстови (7 таблички) потекнуваатод Е, храм посветен на божицата Инана во Урук. Стариот логографички систем на клинесто писмо барал многу години за да се совлада. Затоа, само ограничен број поединци биле ангажирани како писари. Масивни архиви на текстови биле пронајдени од школите на древните вавилонски писмени училишта преку кои се ширела писменоста. Во текот на третиот милениум п.н.е., се развила многу интимна културна симбиоза помеѓу сумерските и акадските говорители што вклучувало широко распространет билингвалност. Влијанието на сумерскиот на акадскиот (и обратно) е евидентно во сите области, од лексички позајмици, до синтаксичка, морфолошка и фонолошка конвергенција Акадскиот постепено го заменил сумерскиот како говорен јазик на Месопотамија некаде околу крајот на 3 и 2-от милениум п.н.е. (околу точното датирање се дебатира), но сумерскиот продолжил да се користи како свет, церемонијален, литературен и научен јазик во Месопотамија до 1 век од н.е. Книжевност. Библиотеките постоеле во градовите и храмовите за време на Вавилонското царство. Жените, како и мажите учеле да читаат и да пишуваат а за семитските Вавилонци, ова вклучувало познавање на изумрениот сумерски јазик.",,
q_0041,,,mk_wiki_1200928_chunk_0000,mk_wiki_1200928,Карлов мост,general,"Карлов мост () — историски мост на реката В’лтава во Прага, Чешка. Почнал да се гради во 1357 г. под покровителство на светиот римски цар Карло IV, а завршен на почетокот на XV век. Изграден е како замена за стариот Јудитин мост (изг. 1158–1172) кој претрпел големи штети во поплавата од 1342 г. Сè до 1870 г. мостот го носел името ""Камен мост"" (""Kamenný most"") или ""Прашки мост"" (""Pražský most""). Во минатото, градбата уживала големо значење како единствен премин преку В’лтава во Прага (сè до 1841 г.), поврзувајќи ги Прашкиот и Стариот град и неговата околина. Ова овозможувало клучна врска во трговијата помеѓу Источна и Западна Европа. Мостот е долг 621 м, а широк околу 10 м, по пример на Камениот мост во Регенсбург. Има 16 лака, под кои стојат заштитни мразобрани. Има три мостобрани — два од Малата Страна и еден на страната на Стариот град. Староградскиот мостобран се смета за една од највпечатливите готски градби во светот. По мостот се наредени 30 статуи, претежно во барокен стил, подигнати околу почетокот на XVIII век, а денес заменети со реплики. Поправките започнуваат кон крајот на 2019 г. и траат 20 години. Историја. XIX век. Во текот на историјата, Карловиот мост повеќепати страдал во непогоди и посведочил важни историски настани. Според едно предание, изградбата на мостот почнала во 5:31 изутрина на 9 јули 1357 г., а првиот камен го поставил самиот Карло IV. Царот придавал големо значење на времето на отпочнување бидејќи бил убеден следбеник на нумерологијата и сметал дека палиндромот кој го образуваат броевите (1357 9, 7 5:31) ќе му донесе особена сила. Мостот е завршен во 1402г. по 45 години изградба. Во 1432 г. се случила поплава која оштетила три столба. Во 1496 г. третиот лак (сметајќи од страната на Стариот град) попуштил поради делумното потонување на еден столб поткопан од водата. Овие поправки се завршени во 1503 г. Една година по Битката на Бела Планина, на 21 јуни 1621 г. се погубени 27-те водачи на бунтот против Хабсбурзите, а нивните глави се закачени на Староградскиот мостобран како предупредување за населението. Кон крајот на Триесетгодишната војна во 1648 г. западниот брег на В’лтава подлегнал под шведска окупација; во обидот да стасаат до Стариот град, окупаторските сили стапиле во жестока борба со бранителите на самиот мост.",,
q_0042,,,mk_wiki_46983_chunk_0002,mk_wiki_46983,КК Работнички,general,"Во сезоната 2002/03, Фершпед Работнички во лигашкото финале го победил Поло Трејд, додека во Купот 2003 го победил МЗТ Аеродром. Во сезоната 2003/04, Фершпед повторно ја освоил двојната круна, против МЗТ во Првенството, и против Неметали Огражден во Купот. Во истата сезона, во Јужната конференција на ФИБА Европа Купот, Работнички станал вицепрвак. Сезоните 2004/05 и 2005/06, минале во знак на соперништвото со Вардар. За овие две сезони, двете екипи ги играле сите финалиња од Лигата и Купот, сите во полза на Фершпед Работнички. Следната сезона во Лигата, Работнички станал вицепрвак, губејќи во финалето од Струмица 2005, додека во Купот 2007 стигнал до финалето. Клубот добил вајлд карта за учество во Јадранската лига за сезоната 2007/08, но подоцна го откажал учеството. Во сезоната 2007/08, Работнички стигнал до полуфиналето во Првенството и Купот. Во сезоната 2008/09, Фершпед Работнички го освоил домашното Првенство, во Балканската лига станал вицепрвак, додека во Купот стигнал до полуфиналето. Доскорешни сезони. Од сезоната 2009/10, Работнички останал без генерален спонзор. Во домашното Првенство завршил на шестото место во Супер лигата, а во Купот 2010 до четвртфиналето. Во Балканската лига опстоил само до првата фаза на натпреварувањето. Во сезоната 2010/2011, нов генерален спонзор на клубот бил ""КУБУС"", при што бил освоен Купот 2011, додека во Првенството било освоено второто место, но по две сезони, спонзорот си заминал. Од сезоната 2011/2012, главен спонзор на клубот е Општина Центар и за сезоната 2012/2013, кошаркарскиот клуб Работнички се трансформирал во Акционерско друштво. Во сезоната 2013/14, Работнички го освоил второто место во Првенството. За следната сезона, Работнички го освоил Купот на Македонија 2015. Во Првенството 2014/2015, Работнички бил елиминиран во полуфиналето од Куманово 2009. Во 2015 година, Работнички се натпреварувал во обновениот Суперкуп, станувајќи вицепрвак во тоа издание. Истата сезона стигнал до четврфиналето во Првенството и Купот. Работнички сезоната 2016/17, стигнал до полуфиналето во Купот 2017 и Првенството. Во сезоната 2017/18, Работнички бил вицепрвак во Купот 2018, додека во Првенството, по пауза од девет години, Работнички повторно бил првак. Клубот станал првиот клуб кој стигнал до десеттата титула во Купот, откако го освоил изданието 2019. Подоцна во јуни, Работнички бил поразен во финалето на Првенството. Повлечени броеви. Поради смртта на Благоја Георгиевски, играч на Работнички од 1968 до 1984 година и синоним на македонската кошарка во времето на СФР Југославија, Работнички го повлекол број 13 од употреба во клупските дресови. Сезона 2020/2021. Составот на Работнички за сезоната 2020/2021 1 2 Поважни кошаркарски имиња.",,
q_0043,,,mk_wiki_1175943_chunk_0006,mk_wiki_1175943,Упад во Собранието на Македонија (2017),general,"Џафери изјавил дека ако не било собраниското обезбедување ќе имало жртви, затоа што целта на демонстрантите била елиминација на неколкумина пратеници. Епилог. Јавното обвинителство два дена по упадот побарало од МВР да приведе 15-мина учесници во нападот на Собранието меѓу кои и организаторите Илиевски, Дамовски, оперскиот пејач Игор Дурловски и глумецот Владо Јовановски. Притвор од осум дена им бил одреден на четири лица, додека куќен притвор добил началник од УБК кој учествувал во нередите. Мерки на претпазливост им биле одредени на две лица. Јавното обвинителство на 8 мај поднело обвинение против девет лица кои учествувале во упадот во Собранието. Обвинителството ги товари дека го сториле кривичното дело „учество во толпа што ќе спречи службено лице во вршење на службено дејствие“ со можност да го преиначи делото доколку најде други докази во текот на постапката. Двајца од напаѓачите на Села биле притворени на 10 мај и биле обвинети за обид за убиство. Според Хелсиншкиот комитет за човекови права, во Собранието на 27 април биле сторени 28 кривични дела против животот, телото, слободите и правата на пратениците. Запрашан дали им простил на своите политички противници две седмици по настанот, Заев одговорил: „Јас им простив, но законот не смее да им прости“. Американскиот дипломат Брајан Хојт Ји на 30 април пристигнал на дводневна посета во Скопје каде имал средби со Џафери, Иванов, како и водачите на парламентарните партии. Вељаноски не го признал изборот на Џафери бидејќи според него, гласањето било нелегитимно бидејќи немало телевизиски пренос на Собранискиот канал. По преземањето на функцијата на 3 мај, Џафери првата работна средба ја имал со амбасадорот на ЕУ во Македонија Самуел Жбогар во кабинетот на собранискиот претседател. Пратеничката група на ВМРО-ДПМНЕ претходниот ден со физичка блокада не дозволила Џафери да влезе во кабинетот и најавила тужба до Мухиќ и Мисовски за прекршување на собранискиот деловник за работа. Одлуката за избор на Џафери била објавена во Службен весник на 9 мај, а Џафери истиот ден испратил писмо до Иванов во кое го известил дека во рок од 10 дена треба да го додели мандатот за состав на нова влада на Заев, како предводник на најголемата партија од владината коалиција. Од СДСМ најавиле дека во наредните денови ќе пристапат и кон избор на нова Влада. Новата македонска влада предводена од Заев била избрана на 31 мај што означило крај на двегодишната политичка криза.",,
q_0044,,,mk_wiki_1154498_chunk_0001,mk_wiki_1154498,Кнежевство Нитра,general,"Падот на каганатот придонел кон издигнување на нови држави помеѓу Словените во областа. Промената во политичката контрола била придружена во промените во воената стратегија и опрема. Според Курта се појавиле мечеви и други предмети и развој на локална елита во областите северни од реката Дунав и Панонската Низина во почетокот на век. Извори. Остатоци на тврдина од век која покрива 12 хектари, староста не може да се одреди, била откопана во центарот на Нитра. Биби пишува дека тврдината припаѓала на „големоморавскиот период“. Според Штајнхибел, тврдината била именувана по реката Нитра, која тече под ридот на која се наоѓала самата тврдина. Археолошките истражувања покажуваат дека населбата била населена од ковачи, златари и други занаетчии. Голема мрежа на населби се појавила околу век. Главниот извор на информации за државата која денес е позната како Кнежевство Нитра е делото ""Преобразување на Баварците и Карантаните"", документ создаден околу 870 година за промовирање на интересите Салцбуршката архиепископија во Панонија. Ракописите наведуваат дека „Прибина“, кој бил „воден преку Дунав од Мојмир, војвода на Моравците“, победнал во Радбор, Панонска марка (околу 833–856) во Источна Франкија околу 833 година. Радбод го запознал со кралот Лудвиг Германски, кој наредил дека Прибина треба да биде „воведен во верата и крстен“. Според реченица во три од единаесте зачувани ракописи на „Преобразувањето“, архиепископот Адалрам (в. 821–836) осветил црква за Прибина „на неговиот имот на место кај Дунав наречено Нитрава“ на непознат датум. Современите историчари расправаат дали оваа реченица била дел од првобитниот текст или била само забелешка која се појавила во главниот текст во век. Научна дебата: статусот и местоположбата на Нитрава. Според широко прифатената интерпретација на „Преобразувањето“, Прибина првично бил владетел на самостојна држава која се наоѓала во Нитра. На пример, Барфорд пишува дека Прибина „веројатно бил принц на Нитра“. Претпоставената држава на Прибина е опишана како „првата јасна словенска држава северно од средниот дек на Дунав“ од Лукачка. Лукачка исто така вели дека Прибина имал придружба и дека повеќето негови членови „веројатно потекнуваат од поранешната племенска аристократија“, но некои од нив „може биле од слободниот народ“. Рихард Марсина вели дека „не може недвосмислено да се одлучи дали Прибина бил принц на поголемо племе или на две или три помали здружени племиња“. Додал и дека Прибина може да припаѓал на втората или третата генерација на владетели во државата, која се појавила во долините на реките Хрон, Нитра и Вах.",,
