question_id,question_mk,gold_answer_mk,gold_chunk_ids,source_doc_id,source_title,domain,chunk_text,valid,notes
q_0014,,,mk_wiki_8429_chunk_0008,mk_wiki_8429,Општина Демир Хисар,general,"Св. Атанасиј Александриски - Журче. Манастирот „Св. Атанасиј Александриски“ се наоѓа помеѓу Демир Хисар и Крушево, три километри над селото Журче, во срцето на планината. Познато е дека манастирската црква е подигната во 1121 година и целосно е живописана во 1617 год. Кон западната страна на црквата е изграден отворен трем и според натписот кој се наоѓа над западната врата, потекнува од 1622 год. По својата архитектурна форма манастирската црква е малечка, со правоаголна основа и петострана олтарна апсида на источната страна. Таа е меѓу ретките манастири во Македонија и Балканот. Внатре црквата е со полуобичест свод кој се потпира на лакови носени од пиластри кои ја делат црквата на три травеја. Ваков тип на цркви е присутен не само во Македонија, туку и ширум Балканскиот Полуостров. Внатрешноста на црквата дејствува мошне мистично поради слабото осветлување кое доаѓа преку монофората на олтарната апсида и уште еден правоаголен прозорец на јужниот ѕид во наосот, но може да се каже и акустично за пеење. Сета внатрешност на црквата е живописана со убави и прекрасни фрески, и е целосно зачувана, каде на нејзините ѕидови се разоткриваат тајните на внатрешната уметничка резба, на вредните фрескописци, со што овозможува да се согледа иконографската концепција која укажува на продлабочените теолошки знаења на манастирското братство и на искуството на изведувачите. Дверите се позлатени, додека на живописот во тремот се поставени и илустрациите на месеците во календарот со најкарактеристични дејствија што се обавуваат. Ова е уникатен детаљ што го издвојува манастирот од останатите манастири во Македонија. Во манастирскиот комплекс се наоѓаат стари конаци, изградени најверојатно во првите децении на XIX век. Тие биле урнати во 1895 година, а новиот конак е изграден во поново време, односно по Првата светска војна. Манастирот бил и револуционерно гнездо на комитите од војводата Јордан Пиперката и др. Треба да се знае дека низ вековите постоела и успешно работела библиотека и читалиште. Св. Никола Топлички - Слоештица. Од многуте цркви и манастрири по староста, работењето и живописите се издвојува манастирот „Св. Никола Топлички“ во регионот помеѓу селата Жван и Слоештица, изграден во 14 век. Со сигурност се знае дека во 1537 год. повторно е изведен живопис во внатрешноста на црквата. Црквата Св. Никола претставува еднокорабна црква, со поголеми димензии во однос на тој тип цркви градени во Македонија. Во основата има форма на впишан крст од стеснет тип, а прекриена е со полукружен свод.",,
q_0015,,,mk_wiki_7380_chunk_0010,mk_wiki_7380,Гас,general,"Сликата од опремата на Бојл покажува некои од егзотичните алатки кои ги гористел Бојл при неговото истражување на гасови. Преку овие експерименти, Бојл истакна дека притисокот од гас се одржа во константа температура и варира обратнопропорционално со обемот на гас. На пример, ако обемот е преполовен, притисокот е двојно поголем; и ако обемот е двојно, притисокот е преполовен. Со оглед на обратната врска меѓу притисокот и волуменот, производ на притисок (""P"") и волумен (""V"") е константа (""k"") за дадена маса на ограничен гас сè додека температурата е константна. Изјави како формула, со што е: Бидејќи пред и по волумени и притисоци на фиксен износ гас, каде што пред и после температурите се еднакви на константата ""k"", тие можат да бидат поврзани со равенката: formula_5 Законот на Чарлс. Во 1787, францускиот физичар и балон пионер, Жак Чарлс, покажа дека кислород, азот, водород, јаглерод диоксид и воздух се шират до иста мера во однос на истиот интервал од 80 келвини. Тој истакна дека, за идеален гас при константен притисок, обемот е правопропорционален на температурата: formula_6 Законот на Геј-Лисак. Во 1802 година, Јозеф Луис Геј-Лисак објави резултати на слични, иако посеопфатни експерименти. Геј-Лисак кредитиран од претходната работа на Чари од страна на именување на законот во негова чест. Самиот Геј-Лисак е заслужен за опишување закон за притисок, кој беше пронајден во 1809 година. Притисокот од страните на сад од страна на идеален гас е пропорционален на неговата температура. Авогадров закон. Во 1811 година, Амадео Авогадро потврди дека еднакви волумени на чисти гасови содржат еднаков број на честички. Неговата теорија не била оптшто прифатена до 1858 година, кога друг италијански хемичар Stanislao Cannizzaro беше во можност да се објасни неидеални исклучоци. За својат работа со гасови од еден век претходно, бројот што го носи неговото име Авогадрова константа претставува број на атоми кои се наоѓаат на 12 грама елементарен јаглерод -12 (6.022×1023 mol−1). Оваа специфична бројка на гас честички, при стандардни услови и притисок (закон за идеален гас) зафаќа 22.40 литри, што е наведен како моларен волумен. Авогадровиот закон наведува дека обемот окупиран од страна на идеален гас е пропорционален на бројот на молови (или молекули) во садот. Ова доведува до моларен волумен на гас, кој во STP е 22.4 dm3 (or litres). Односот е даде со: каде што n e еднаков на бројот на гас молови (бројот на молекули поделено Авогадров број). Закон на Далтон.",,
q_0016,,,mk_wiki_44664_chunk_0002,mk_wiki_44664,Гибралтар,general,"Во текот на Втората светска војна населението на Гибралтар било целосно евакуирано и полуостровот бил претворен во тврдина. Бил изграден и воен аеродром. Артилеријата од Гибралтар го контролирала влезот во Средоземјето, и Германците не успеале да го освојат во текот на целата војна. Во 1950-тите, Шпанија под водство на Франциско Франко ги обновила барањата за суверенитет над Гибралтар, и цели триесет години потоа го ограничувала движењето помеѓу Гибралтар и Шпанија. На 10 септември 1967 бил распишан референдум во Гибралтар за преминување под власт на Шпанија или за останување под власт на Британија со одредени институции на самоуправа. Само 44 од 12.182 гласачи се изјасниле за приклучување кон Шпанија. Како мерка на притисок, Шпанија повеќепати ја затворала границата кон Гибралтар. Границата со Шпанија била повторно делумно отворена во 1982, и целосно отворена во 1985, пред пристапувањето на Шпанија кон Европската Заедница. Иако уште од 1980-тите се воделе многу разговори за преземање на суверенитетот од Шпанија, во 2002 се одржал уште еден референдум на кој 98,97% од населението се изјасниле против. Во 2006-та претставници на Велика Британија, Гибралтар и Шпанија воделе преговори во Кордоба - Шпанија, на кои договориле укинување на низа ограничувања кон Гибралтар претходно воспоставени од страна на Шпанија. Со овој договор се уредил протокот на сообраќај, користењето на аеродромот, употребата на меѓународен повикувачки телефонски код, пензиите на шпански работници во Гибралтар, и др. Географија и клима. Територијата на Гибралтар зафаќа . Поради недостигот на простор, околу една десеттина од територијата е добиена со насипување во морето. Граничната линија со Шпанија е долга 1,2 км. Бреговата линија е долга 12 км, од кои на западната страна (кон Атлантикот) живеее поголемиот дел од населението. Гибралтар нема природни ресурси. Водата за пиење порано се обезбедувала од длабоки подземни бунари и камени цистерни, а денес со преработка на морската вода. Составот на карпите е варовник, со најголема висина од 426м. Повисоките делови се прогласени за природен резерват на кој живеат макаки мајмуни - единствената дива популација на мајмуни во Европа. Климата е средоземна, со благи зими и жешки лета. Главно дуваат два ветри: источен („Леванте“) кој доаѓа од Сахара и носи топол и влажен воздух, и западен („Пониенте“) кој носи свеж воздух и постудено море. Население и јазик. Бројот на жители на Гибралтар бил 27.967 во јули 2007. Гибралтар е една од најгусто населените територии - 4.303 жители на квадратен километар.",,
q_0017,,,mk_wiki_873099_chunk_0009,mk_wiki_873099,Теодор Рузвелт,general,"Во светлина на тоа, сè се променило. Рузвелт го воведе како обичај кружењето на полицајците доцна во ноќта и рано наутро за да се осигурат дека тие се на должност. Пред да стане потпретседател во март 1901 година, како гувернер на Њујорк Рузвелт потпишал документ со којшто биле заменети полициските Комесари со еден единствен полициски Комесар. Појава како државна фигура Помошник секретар во Морнарицата Рузвелт отсекогаш го фасцинирала морнаричката историја. Претседателот Вилијам МекКинли, поттикнат од страна на близок пријател на Рузвелт, Конгресменот Хенри Кабот Лоџ, го поставил Рузвелт на местото на Помошник секретар во Морнарицата во 1897 година. Неактивноста на Секретарот на Морнарицата, Џон Д. Лонг, му овозможила на Рузвелт преземе контрола врз одделението. Десет дена откако оклопниот брод Maine експлодирал во пристаништето на Хавана во Куба, Секретарот заминал на масажа, а Рузвелт го заменувал Секретарот четири часа. Рузвелт и соопштил на Морнарицата распространета низ целиот свет да се подготви за војна, побарал муниција и набавки, вовел експерти и се упатил во Конгресот да бара овластување за да вработи морнари колку што сака, па според тоа, ја водел нацијата во војна. Рузвелт бил вклучен во подготовките на Шпанско-Американската војна и страсно го поддржувал тестирањето на американската војска во борба, во една прилика рекол: “Јас би требало срдечно да ја пречекам речиси било која војна, бдејќи сметам дека на оваа земја има потреба од некоја.” Војна во Куба. Со Декларацијата за војна од 1898 година, со која започнала Шпанско-Американската војна, Рузвелт дал оставка од Морнарицата. Со помош на Полковникот на Американската Армија Леонард Вуд, Рузвелт пронашол волонтери од каубојците од западните територии па сè до пријатели од Ајви Лигата (Ivy League) од Њујорк, со што се оформил Првиот американски коњанички полк на волонтери. Весниците го нарекле „Суровите Јавачи“ (Rough Riders). Во почетокот, Рузвелт ја имал титулата Поручник полковник и служел кај Полковникот Вуд. Во сопствениот извештај на Рузвелт „The Rough Riders“: „Откако Генералот Јанг бил фатен од треска, Вуд ја презел одговорноста за бригадата. Ова ми даде овластувања во полкот, за што ми беше многу драго, таквото искуство што го имавме беше брзо учење“. Според тоа, Вуд беше унапреден во Генерален бригадир на Волонтерските сили, а Рузвелт беше унапреден во Полковник и му била доделена власт над полкот. Под негово водство, „Суровите Јавачи“ (Rough Riders) станале познати по двојниот напад на Кетл Хил и Сан Хуан Хил на 1.",,
q_0018,,,mk_wiki_1011906_chunk_0000,mk_wiki_1011906,Том-Јелте Слагтер,general,"Том-Јелте Слагтер (; р. ) — холандски професионален друмски велосипедист, кој вози за професионалната континентална екипа . Кариера. Рабобанк (2011–2013). Додека возел за во 2013, Слагтер ја освоил најголемата победа во неговата кариера како победник на првата трка од Светската турнеја во сезоната, Тур Даун Андер. Ја освоил третата етапа на трката по нападот на последното искачување, стигнувајќи сам на врвот. На спустот му се приклучиле тројца возачи и со групата зад петици, Слагтер победил во групата. Ја добил водечката маичка на петтата етапа откако завршил втор на Олд Вилунга Хил и постигнал исто време како Сајмон Геранс (), минатогодишниот победник. Слагтер успешно го одбранил водството на последната етапа во Аделаида, каде Хавиер Морено () го освоил второто место, 13 секунди зад него. Слагтер се приклучил на екипата за сезоната 2014, потпишувајќи двегодишен договор. Гармин-Шарп (2014–2017). 2014. На Париз-Ница, Слагтер ги освоил етапите 4 и 7. Потоа, завршил втор на шпанската еднодневна трка ГП Мигел Индураин. Негова последна трка пред сезоната на класици била Трката околу Баскија, каде завршил на 13. место. На Лиеж-Бастоњ-Лиеж завршил шести, негов најдобар резултат некогаш на монумент. Исто така, завршил петти на Флеш Валон. Слагтер возел на Тур де Франс и завршил деветти на етапата 16 до Бањер де Лишон. По Тур, возел на Класика де Сан Себастијан и завршил надвор од првите десет, на 14. место. Возел на канадските класици, ГП Квебек и ГП Монтреал, каде завршил на 11. и на 12. место, соодветно. 2015. Најдобар резултат на Слагтер во првиот дел од сезоната 2015 било деветтото место на Флеш Валон. Возел на Трката околу Алберта, каде освоил две етапи. Потоа возел на канадските класици и завршил четврти во Квебек и десетти на Монтреал. Тим Дименжн Дата (2018-2019). На Тур Даун Андер, Слагтер завршил трет во генералниот пласман, на неговата прва трка за . Негов најдобар резултат во текот на класиците било 12. место на Флеш Валон. Достигнувања. Распоред на резултатите на класиците. СО = се откажал; — = не учествувал",,
q_0019,,,mk_wiki_1299076_chunk_0000,mk_wiki_1299076,Музеј и уметничка галерија Саутленд,general,"Музејот и уметничката галерија Саутленд Нихо о те Танива се наоѓа на улицата Гала, Инверкаргил, Нов Зеланд. Таа е најголемата институција за културно наследство во Саутленд и содржи широк спектар на збирки на уметност, историја и природна историја во регионот. Забележително е по својата зграда во форма на пирамида од 1990 година, изградена над оригиналниот музеј од 1942 година. Во април 2018 година музејот бил затворен на неодредено време поради ризици од земјотрес. Содржини. Опсерваторија. Музејската опсерваторија, единствената јавна опсерваторија во Саутленд, била управувана од членови на Астрономското друштво Саутленд, со училишни групи кои често ги посетувале. Туатара. Во објектот туатариум, изграден во 1974 година и проширен на 200 м 2 во 1990 година, се сместени над 50 живи, поединечни туатари кои се движат од нови бебиња до познатиот Хенри. Хенри, кој се приклучил на музејот во 1970 година, се смета дека е роден околу 1900 година и го држи светскиот рекорд за туатара чувана најдолго во заробеништво. Хенри за прв пат се парел во 2009 година. Туатарите редовно се размножуваат на секои две години, а од 1989 до 1995 година снесувале јајца годишно. Новиот акрилен покрив што дозволува ултравиолетова светлина да помине до туатара придонел за 100% успех на шрафирање и 100% успех на преживување од инсталацијата. Галерии. Музејската галерија Маори ги нагласила секојдневните аспекти на пред-контактниот живот во Мурихику /( Саутленд ). Ова ги вклучува процесите на правење тесла, риболов со мамки од коски и камења и музички инструменти . Во галеријата за природна историја биле прикажани ретки и загрозени видови како што се какапо и киви(вид на птица), како и субфосилни коски на изумрени птици како што е моа. Оваа галерија опфаќа и теми како што се геологијата и морскиот живот. „Beyond the Roaring 40's Gallery“ ги толкува уникатните и ранливи подантарктички теми и била развиена користејќи ја експертизата и на музејот и на Одделот за конзервација. Фосилна шума од скаменети дрва постои во заливот Курио на југоисточниот брег на Саутленд. Реконструкција на ова, каде посетителите можат да шетаат меѓу трупците и деловите од дрвја од скаменети дрва стари 130 милиони години, може да се најде пред музејот заедно со двометарската бронзена скулптура на туатара. Уметност. Уметничките галерии прикажуваат редовни изложби на современа и историска уметност, и патувачки емисии и дела од постојани збирки, често со регионален акцент кој ги вклучува островот Стјуарт и Подантарктичките острови. Музејот има значајна колекција на уметност, фотографија, керамика и занаетчиство.",,
q_0020,,,mk_wiki_1349548_chunk_0000,mk_wiki_1349548,Џереми Корбин,general,"Џереми Бернард Корбин (26 мај 1949) е британски политичар. Тој е лидер на Лабуристичката партија и опозицијата од 2015 година до 2020 година. Пратеник бил во Парламентот на Обединетото Кралство од 1983 година. Изборот на Корбин за лидер на Лабуристичката партија во Обединетото Кралство се сметало за најголемото изненадување во современата политичка историја на оваа земја. Корбин се декларирал како демократски социјалист. Младост. Роден е на 26 мај 1949 година во Чипенхем, Вилтшир. Студирал на Универзитетот во Северен Лондон. Тој е најмладиот од четирите синови на Наоми Лавдеј (1915–1987), професорка по математика, и Дејвид Корбин (1915–1986), електроинженер и експерт за напојување со исправувачи. Тој е помлад брат на познатиот синоптичар на островот, кој е физичар и метеоролог. Неговите родители биле членови на Лабуристичката партија и мировни активисти, кои се запознале во 1930-тите на состаноци за поддршка на републиканска Шпанија за време на Шпанската граѓанска војна. Корбин се приклучил на Лабуристичката партија кога имал 16 години. Кога имал околу 19 години, волонтирал две години во Јамајка. Тој патувал низ Латинска Америка и ги посетил Бразил, Аргентина, Уругвај и Чиле. Во Бразил, тој учествувал на демонстрациите во Сао Паоло против бразилската воена влада. Тој присуствувал и на првомајскиот марш во Сантјаго, каде што бил импресиониран од коалицијата на Салвадор Аљенде, кој победил на демократските избори во 1970 година. Кога се вратил во Британија, се посветил на синдикализмот и активизмот. Избори за лидер на лабуристите. По парламентарните избори во мај 2015 година, во Велика Британија, Лабуристичката партија, втората по големина партија во таа земја, претрпела пораз, поради што претходниот лидер Ед Милибанд поднел оставка по еден од најлошите изборни резултати во историјата на партијата. На внатрепартиските избори во септември 2015 година Џереми Корбин на 66-годишна возраст бил избран за нов лидер. Тој добил 59,5% од гласовите од членовите. За време на кампањата, на јавноста и станале познати неговите ставови за укинување или значително намалување на овластувањата на монархијата, напуштање на Северна Ирска, јадрено разоружување, ренационализација на железницата и други клучни делови од економијата. Иако првично важел за маргинален аутсајдер, тој победил на изборите со огромно мнозинство, што често се толкува како поддршка на синдикатите, но и на голем број млади лабуристички гласачи кои се спротивставиле на лабуристичкиот естаблишмент, односно претходниот либерализам и трето- начинот на кој политиката на „новите“ лабуристи, за кои се смета дека ги „издала“ пониските слоеви, односно дека не се разликувале од конзервативците.",,
q_0021,,,mk_wiki_6082_chunk_0005,mk_wiki_6082,Луизијана,general,"Торнадата се многу почести од јануари до март во јужниот дел од земјата, а од февруари до март во северниот дел од земјата. Географски и статистички области. Луизијана е поделена на 64 парохии ( кои се еквивалент на окрузите во повеќето земји). Предисторија. Луизијана била населена од Индијанци многу милениуми пред доаѓањето на Европејците во 16 век. Во текот на Средниот древен период, во Луизијана се наоѓал најстариот могила- комплекс во Северна Америка и еден од најстарите комплексни конструкции во Америка, местото Ватсон Брајк во близина на денешен Монро. Комплексот од 11 ритчиња бил изграден околу 3500 п.н.е. Местата Кани и Фрешман од Средниот дневен период исто така со сигурност датираат од 5600-5000 п.н.е, покажувајќи дека сезонските ловци и собирачи на плодови се организирале за да градат комплексни конструкции во денешна северна Луизијана. Местото Хедгепт во Парохијата Линколн е поново, датира од 5200-4500 п.н.е. Околу 2000 години потоа, бил изграден Поверти Поинт, најголемото и најпознатото место од доцнежниот архаичен период во државата. Сегашното село Епс се развило во негова близина. Културата на Поверти Поинт можеби го достигнала врвот околу 1 500 година п.н.е, со тоа што станала првата комплексна култура, а можно е и да била првата племенска култура во Северна Америка. Траела приближно до 700 година п.н.е. Поверти Поинт културата била пропратена од културите Тефункт и Езерото Корморан, култури од периодот Тула, кои претставувале локални манифестации од Раниот шумски период. Луѓето кои и припаѓале на Тефункт културата биле првите во Луизијана кои произведувале големи количини на грнчарски производи. Овие култури опстојувале до 200-тата година од нашата ера. Средниот шумски период започнал во Луизијана со Марксвил културата во јужниот и источниот дел од земјата, а со Форш Малин културата во северозападниот дел од земјата. Марксвил културата го зема името од предисториското индијанско место Марксвил. Овие култури датираат од истиот период како и Хоупвел културите од Охајо и Илиноис и учествувале во Хоупвел мрежата на размена. Трговијата со луѓе на југозапад ги донела лакот и стрелата. Првите могили биле изградени во овој период. Политичката моќ започнала да се зацврснува со изградбата на првите могили со подиум во центрите за изведување ритуали за да се развие наследно, политичко и религиозно водство. Доцниот шумски период започна во 400 година од нашата ера во јужниот дел на земјата со Бејтаун културата без големи промени во културната историја на областа.",,
q_0022,,,mk_wiki_1330867_chunk_0002,mk_wiki_1330867,Војводство Парма и Пјаченца,general,"По неговата смрт, која се случила во Пјаченца на 11 септември 1646 година на 34-годишна возраст, војводството преминало на неговиот син Ранучио II и две години регентството го обезбедувале неговата сопруга Маргерита де Медичи и неговиот вујко, кардиналот Франческо Марија Фарнезе, до осумнаесетгодишна возраст. Во 1691 година, Војводството Парма било нападнато од царската војска и ограбено од четири илјади војници кои пристигнале во Парма со жени и деца; не само што нивното одржување паднало на субјектите, туку и силувањето, злоупотребата и насилството следеле едно по друго без одмор. Ранучио II направил многу дела за да ја подобри ситуацијата на своите поданици, но контрастот помеѓу безгрижниот живот на дворот и касата на благајната била навистина извонредна и за да ги задржи сите ликови кои ротирале на дворот на Парма. Поради ваквата ситуација, војводата бил принуден да оданочува, избегнувајќи, сепак, допирање на црковниот приход. За време на неговото владеење, Ранучио II купил скапоцени слики и томови, тој ги преселил повеќето од семејните збирки зачувани во римските резиденции во Парма и во 1688 година бил отворен новиот Војводски театар. Ранучио II имал син предодреден да го наследи, Одоардо, кој, сепак, починал пред својот татко и затоа никогаш не управувал со војводството. Три години пред неговата смрт, благодарение на посредништвото на амбасадорот гроф Фабио Перлети, Одоардо се оженил со грофицата од Палатин, Доротеја Софи од Нојбург, со која имал две деца: Алесандро, кој починал на осум месеци и Елизабета. На 11 декември 1694 година, по ненадејната смрт на Ранучио II, војводството потоа преминало во рацете на шеснаесетгодишниот втор син Франческо, кој се оженил со вдовицата на неговиот брат Доротеј. Франческо Фарнезе. Владеењето на Франческо Фарнезе целосно ја вратила династијата Фарнезе во центарот на големата политика. Наследувајќи ја катастрофалната финансиска состојба, за да се обиде да ја излечи, тој ги скратил сите непотребни трошоци на дворот со отпуштање на повеќето слуги, музичари и џуџиња. Ги укинал и претставите, судските забави и банкетите. Било изградено хидраулично дело за одбрана на градот Пјаченца од ерозијата на По, се фаворизирал проширувањето на Универзитетот во Парма и на колеџот Нобили, охрабрувајќи го проучувањето на јавното право, историјата, јазиците и географијата. Уметниците, писателите, музичарите и драматурзите уживале во заштитата пред дворот. Во 1712 година започнале работите за реновирање на војводската палата во Колороно, завршена во 1730 година.",,
q_0023,,,mk_wiki_758447_chunk_0001,mk_wiki_758447,Стакленички гасови,general,"Глобалното затоплување, кое се должи на ефектот на стаклена градина, е проблем поврзан со можните глобални климатски промени предизвикани од зголеменото ниво на стакленичките гасови во атмосферата. Научниците излегоа со тврдење дека зголеменото присуство на овие гасови ќе резултира со глобално покачување на температурата кое би имало бројни негативни, па дури и непоправливи ефекти врз живиот свет на планетата. Ефектот на стаклената градина го открил Жозеф Фурје, 1824 година, а прв кој квантитативно го истражил е Сванте Арениус, 1896 г. Составници. Стакленичките гасови се природни и кога се во соодветна количина тие се од голема корист за Земјата. Стакленичките гасови го овозможуваат животот на Земјата. Тие ја зголемуваат температурата на нашата планета и без нив би било студено за да се преживее. Да не се тие, сончевата енергија која доаѓа до Земјината површина би била емитирана назад во вселената, и температурите на нашата планета би биле до толку ниски што воопшто не би бил возможен живот на неа. Отсуство на стакленичките гасови би ја намалило температурата за околу 33 °C, претворајќи ја Земјата во уште една безживотна планета на Сончевиот Систем. Стакленичките гасови впиваат дел од таа сончева енергија која се рефлектира од површината на Земјата и емитираат назад во атмосферата. На тој начин тие овозможуваат сончевата енергија да дојде до Земјината површина како видлива светлина, за потоа да биде заробена од атмосферата како инфрацрвена топлина. Овој феномен ја одржува топлината на нашата планета загревајќи ја до тој степен кој на неа и овозможува живот со што ќе се обезбеди нормално одвивање на физиолошките функции на сите живи организми. Но, кога ефектот на стаклената градина е премногу силен, тогаш температурите растат пребрзо и превисоко. Дури и најмалите зголемувања на температурата може да имаат сериозно влијание врз животите на луѓето, животните и растенијата. Гасови кои во најголема мерка придонесуваат за ефект на стаклена градина се следните: Дополнително, емитирани се нови синтетички гасови како што се хлорофлуоројаглероди (CFC) или накусо халони и утврдено е дека и тие влијаат врз ефектот на стаклената градина. Со индустријализацијата и порастот на населението постојано се зголемува оддавањето на стакленичките гасови, од согорување на фосилни горива, сечење на шумите и чистење на земјиште за употреба во земјоделството. Се предвидува дека оддавањето на стакленичките гасови ќе продолжи уште да се зголемува паралелно со порастот на глобалната економија. Јаглерод диоксид. Јаглерод диоксидот (хемиска формула: CO2) e хемиско соединение составено од два кислородни атоми и еден атом на јаглерод.",,
